GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CA8001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area Name,Total employees
"G4500350","1970","South Carolina","45","Dorchester","035","Dorchester, SC",3947
"G4500370","1970","South Carolina","45","Edgefield","037","Edgefield, SC",2822
"G4500390","1970","South Carolina","45","Fairfield","039","Fairfield, SC",3798
"G4500410","1970","South Carolina","45","Florence","041","Florence, SC",26127
"G4500430","1970","South Carolina","45","Georgetown","043","Georgetown, SC",7695
"G4500450","1970","South Carolina","45","Greenville","045","Greenville, SC",94617
"G4500470","1970","South Carolina","45","Greenwood","047","Greenwood, SC",21293
"G4500490","1970","South Carolina","45","Hampton","049","Hampton, SC",3123
"G4500510","1970","South Carolina","45","Horry","051","Horry, SC",13801
"G4500530","1970","South Carolina","45","Jasper","053","Jasper, SC",1442
"G4500550","1970","South Carolina","45","Kershaw","055","Kershaw, SC",10055
"G4500570","1970","South Carolina","45","Lancaster","057","Lancaster, SC",13603
"G4500590","1970","South Carolina","45","Laurens","059","Laurens, SC",12901
"G4500610","1970","South Carolina","45","Lee","061","Lee, SC",1550
"G4500630","1970","South Carolina","45","Lexington","063","Lexington, SC",13901
"G4500650","1970","South Carolina","45","McCormick","065","McCormick, SC",1297
"G4500670","1970","South Carolina","45","Marion","067","Marion, SC",6017
"G4500690","1970","South Carolina","45","Marlboro","069","Marlboro, SC",7152
"G4500710","1970","South Carolina","45","Newberry","071","Newberry, SC",7460
"G4500730","1970","South Carolina","45","Oconee","073","Oconee, SC",10920
"G4500750","1970","South Carolina","45","Orangeburg","075","Orangeburg, SC",14188
"G4500770","1970","South Carolina","45","Pickens","077","Pickens, SC",20752
"G4500790","1970","South Carolina","45","Richland","079","Richland, SC",67094
"G4500810","1970","South Carolina","45","Saluda","081","Saluda, SC",2083
"G4500830","1970","South Carolina","45","Spartanburg","083","Spartanburg, SC",57769
"G4500850","1970","South Carolina","45","Sumter","085","Sumter, SC",16313
"G4500870","1970","South Carolina","45","Union","087","Union, SC",8199
"G4500890","1970","South Carolina","45","Williamsburg","089","Williamsburg, SC",4219
"G4500910","1970","South Carolina","45","York","091","York, SC",25245
"G4509990","1970","South Carolina","45","Remainder of South Carolina","999","South Carolina Statewide No Fixed Loc",5726
"G4600030","1970","South Dakota","46","Aurora","003","Aurora, SD",305
"G4600050","1970","South Dakota","46","Beadle","005","Beadle, SD",4480
"G4600070","1970","South Dakota","46","Bennett","007","Bennett, SD",319
"G4600090","1970","South Dakota","46","Bon Homme","009","Bon Homme, SD",791
"G4600110","1970","South Dakota","46","Brookings","011","Brookings, SD",2481
"G4600130","1970","South Dakota","46","Brown","013","Brown, SD",8178
"G4600150","1970","South Dakota","46","Brule","015","Brule, SD",1272
"G4600170","1970","South Dakota","46","Buffalo","017","Buffalo, SD",D
"G4600190","1970","South Dakota","46","Butte","019","Butte, SD",1232
"G4600210","1970","South Dakota","46","Campbell","021","Campbell, SD",133
"G4600230","1970","South Dakota","46","Charles Mix","023","Charles Mix, SD",1039
"G4600250","1970","South Dakota","46","Clark","025","Clark, SD",401
"G4600270","1970","South Dakota","46","Clay","027","Clay, SD",1368
"G4600290","1970","South Dakota","46","Codington","029","Codington, SD",4375
"G4600310","1970","South Dakota","46","Corson","031","Corson, SD",200
"G4600330","1970","South Dakota","46","Custer","033","Custer, SD",591
"G4600350","1970","South Dakota","46","Davison","035","Davison, SD",4234
"G4600370","1970","South Dakota","46","Day","037","Day, SD",847
"G4600390","1970","South Dakota","46","Deuel","039","Deuel, SD",395
"G4600410","1970","South Dakota","46","Dewey","041","Dewey, SD",558
"G4600430","1970","South Dakota","46","Douglas","043","Douglas, SD",699
"G4600450","1970","South Dakota","46","Edmunds","045","Edmunds, SD",438
"G4600470","1970","South Dakota","46","Fall River","047","Fall River, SD",885
"G4600490","1970","South Dakota","46","Faulk","049","Faulk, SD",251
"G4600510","1970","South Dakota","46","Grant","051","Grant, SD",1321
"G4600530","1970","South Dakota","46","Gregory","053","Gregory, SD",629
"G4600550","1970","South Dakota","46","Haakon","055","Haakon, SD",306
"G4600570","1970","South Dakota","46","Hamlin","057","Hamlin, SD",386
"G4600590","1970","South Dakota","46","Hand","059","Hand, SD",553
"G4600610","1970","South Dakota","46","Hanson","061","Hanson, SD",143
"G4600630","1970","South Dakota","46","Harding","063","Harding, SD",84
"G4600650","1970","South Dakota","46","Hughes","065","Hughes, SD",2140
"G4600670","1970","South Dakota","46","Hutchinson","067","Hutchinson, SD",1027
"G4600690","1970","South Dakota","46","Hyde","069","Hyde, SD",242
"G4600710","1970","South Dakota","46","Jackson","071","Jackson, SD",168
"G4600730","1970","South Dakota","46","Jerauld","073","Jerauld, SD",301
"G4600750","1970","South Dakota","46","Jones","075","Jones, SD",224
"G4600770","1970","South Dakota","46","Kingsbury","077","Kingsbury, SD",755
"G4600790","1970","South Dakota","46","Lake","079","Lake, SD",1689
"G4600810","1970","South Dakota","46","Lawrence","081","Lawrence, SD",3932
"G4600830","1970","South Dakota","46","Lincoln","083","Lincoln, SD",1183
"G4600850","1970","South Dakota","46","Lyman","085","Lyman, SD",383
"G4600870","1970","South Dakota","46","McCook","087","McCook, SD",778
"G4600890","1970","South Dakota","46","McPherson","089","McPherson, SD",474
"G4600910","1970","South Dakota","46","Marshall","091","Marshall, SD",486
"G4600930","1970","South Dakota","46","Meade","093","Meade, SD",1423
"G4600950","1970","South Dakota","46","Mellette","095","Mellette, SD",102
"G4600970","1970","South Dakota","46","Miner","097","Miner, SD",352
"G4600990","1970","South Dakota","46","Minnehaha","099","Minnehaha, SD",29830
"G4601010","1970","South Dakota","46","Moody","101","Moody, SD",584
"G4601030","1970","South Dakota","46","Pennington","103","Pennington, SD",13454
"G4601050","1970","South Dakota","46","Perkins","105","Perkins, SD",666
"G4601070","1970","South Dakota","46","Potter","107","Potter, SD",559
"G4601090","1970","South Dakota","46","Roberts","109","Roberts, SD",1108
"G4601110","1970","South Dakota","46","Sanborn","111","Sanborn, SD",365
"G4601130","1970","South Dakota","46","Shannon","113","Shannon, SD",462
"G4601150","1970","South Dakota","46","Spink","115","Spink, SD",958
"G4601170","1970","South Dakota","46","Stanley","117","Stanley, SD",231
"G4601190","1970","South Dakota","46","Sully","119","Sully, SD",149
"G4601210","1970","South Dakota","46","Todd","121","Todd, SD",610
"G4601230","1970","South Dakota","46","Tripp","123","Tripp, SD",1112
"G4601250","1970","South Dakota","46","Turner","125","Turner, SD",794
"G4601270","1970","South Dakota","46","Union","127","Union, SD",1082
"G4601290","1970","South Dakota","46","Walworth","129","Walworth, SD",1258
"G4601350","1970","South Dakota","46","Yankton","135","Yankton, SD",4824
"G4601370","1970","South Dakota","46","Ziebach","137","Ziebach, SD",61
"G4609990","1970","South Dakota","46","Remainder of South Dakota","999","South Dakota Statewide No Fixed Loc",2274
"G4700010","1970","Tennessee","47","Anderson","001","Anderson, TN",13795
"G4700030","1970","Tennessee","47","Bedford","003","Bedford, TN",7627
"G4700050","1970","Tennessee","47","Benton","005","Benton, TN",1182
"G4700070","1970","Tennessee","47","Bledsoe","007","Bledsoe, TN",584
"G4700090","1970","Tennessee","47","Blount","009","Blount, TN",14735
"G4700110","1970","Tennessee","47","Bradley","011","Bradley, TN",16605
"G4700130","1970","Tennessee","47","Campbell","013","Campbell, TN",3981
"G4700150","1970","Tennessee","47","Cannon","015","Cannon, TN",1242
"G4700170","1970","Tennessee","47","Carroll","017","Carroll, TN",5043
"G4700190","1970","Tennessee","47","Carter","019","Carter, TN",6633
"G4700210","1970","Tennessee","47","Cheatham","021","Cheatham, TN",2036
"G4700230","1970","Tennessee","47","Chester","023","Chester, TN",1651
"G4700250","1970","Tennessee","47","Claiborne","025","Claiborne, TN",1886
"G4700270","1970","Tennessee","47","Clay","027","Clay, TN",563
"G4700290","1970","Tennessee","47","Cocke","029","Cocke, TN",4193
"G4700310","1970","Tennessee","47","Coffee","031","Coffee, TN",10485
"G4700330","1970","Tennessee","47","Crockett","033","Crockett, TN",1620
"G4700350","1970","Tennessee","47","Cumberland","035","Cumberland, TN",3390
"G4700370","1970","Tennessee","47","Davidson","037","Davidson, TN",178648
"G4700390","1970","Tennessee","47","Decatur","039","Decatur, TN",2508
"G4700410","1970","Tennessee","47","DeKalb","041","De Kalb, TN",2127
"G4700430","1970","Tennessee","47","Dickson","043","Dickson, TN",4339
"G4700450","1970","Tennessee","47","Dyer","045","Dyer, TN",8039
"G4700470","1970","Tennessee","47","Fayette","047","Fayette, TN",2035
"G4700490","1970","Tennessee","47","Fentress","049","Fentress, TN",1640
"G4700510","1970","Tennessee","47","Franklin","051","Franklin, TN",4042
"G4700530","1970","Tennessee","47","Gibson","053","Gibson, TN",16568
"G4700550","1970","Tennessee","47","Giles","055","Giles, TN",4895
"G4700570","1970","Tennessee","47","Grainger","057","Grainger, TN",713
"G4700590","1970","Tennessee","47","Greene","059","Greene, TN",11895
"G4700610","1970","Tennessee","47","Grundy","061","Grundy, TN",1010
"G4700630","1970","Tennessee","47","Hamblen","063","Hamblen, TN",18718
"G4700650","1970","Tennessee","47","Hamilton","065","Hamilton, TN",99036
"G4700670","1970","Tennessee","47","Hancock","067","Hancock, TN",287
"G4700690","1970","Tennessee","47","Hardeman","069","Hardeman, TN",2852
"G4700710","1970","Tennessee","47","Hardin","071","Hardin, TN",3270
"G4700730","1970","Tennessee","47","Hawkins","073","Hawkins, TN",3429
"G4700750","1970","Tennessee","47","Haywood","075","Haywood, TN",2582
"G4700770","1970","Tennessee","47","Henderson","077","Henderson, TN",3625
"G4700790","1970","Tennessee","47","Henry","079","Henry, TN",5362
"G4700810","1970","Tennessee","47","Hickman","081","Hickman, TN",1413
"G4700830","1970","Tennessee","47","Houston","083","Houston, TN",642
"G4700850","1970","Tennessee","47","Humphreys","085","Humphreys, TN",3393
"G4700870","1970","Tennessee","47","Jackson","087","Jackson, TN",1319
"G4700890","1970","Tennessee","47","Jefferson","089","Jefferson, TN",5081
"G4700910","1970","Tennessee","47","Johnson","091","Johnson, TN",1825
"G4700930","1970","Tennessee","47","Knox","093","Knox, TN",80950
"G4700950","1970","Tennessee","47","Lake","095","Lake, TN",1412
"G4700970","1970","Tennessee","47","Lauderdale","097","Lauderdale, TN",4265
"G4700990","1970","Tennessee","47","Lawrence","099","Lawrence, TN",5806
"G4701010","1970","Tennessee","47","Lewis","101","Lewis, TN",1539
"G4701030","1970","Tennessee","47","Lincoln","103","Lincoln, TN",4805
"G4701050","1970","Tennessee","47","Loudon","105","Loudon, TN",5096
"G4701070","1970","Tennessee","47","McMinn","107","McMinn, TN",10410
"G4701090","1970","Tennessee","47","McNairy","109","McNairy, TN",3061
