GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CA8001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area Name,Total employees
"G1801110","1970","Indiana","18","Newton","111","Newton, IN",1808
"G1801130","1970","Indiana","18","Noble","113","Noble, IN",7660
"G1801150","1970","Indiana","18","Ohio","115","Ohio, IN",251
"G1801170","1970","Indiana","18","Orange","117","Orange, IN",3367
"G1801190","1970","Indiana","18","Owen","119","Owen, IN",915
"G1801210","1970","Indiana","18","Parke","121","Parke, IN",1675
"G1801230","1970","Indiana","18","Perry","123","Perry, IN",4914
"G1801250","1970","Indiana","18","Pike","125","Pike, IN",1165
"G1801270","1970","Indiana","18","Porter","127","Porter, IN",20680
"G1801290","1970","Indiana","18","Posey","129","Posey, IN",4384
"G1801310","1970","Indiana","18","Pulaski","131","Pulaski, IN",1488
"G1801330","1970","Indiana","18","Putnam","133","Putnam, IN",4320
"G1801350","1970","Indiana","18","Randolph","135","Randolph, IN",7721
"G1801370","1970","Indiana","18","Ripley","137","Ripley, IN",4353
"G1801390","1970","Indiana","18","Rush","139","Rush, IN",2840
"G1801410","1970","Indiana","18","St Joseph","141","St. Joseph, IN",79976
"G1801430","1970","Indiana","18","Scott","143","Scott, IN",2866
"G1801450","1970","Indiana","18","Shelby","145","Shelby, IN",7446
"G1801470","1970","Indiana","18","Spencer","147","Spencer, IN",2061
"G1801490","1970","Indiana","18","Starke","149","Starke, IN",2258
"G1801510","1970","Indiana","18","Steuben","151","Steuben, IN",4224
"G1801530","1970","Indiana","18","Sullivan","153","Sullivan, IN",3299
"G1801550","1970","Indiana","18","Switzerland","155","Switzerland, IN",660
"G1801570","1970","Indiana","18","Tippecanoe","157","Tippecanoe, IN",29672
"G1801590","1970","Indiana","18","Tipton","159","Tipton, IN",2375
"G1801610","1970","Indiana","18","Union","161","Union, IN",642
"G1801630","1970","Indiana","18","Vanderburgh","163","Vanderburgh, IN",65254
"G1801650","1970","Indiana","18","Vermillion","165","Vermillion, IN",1591
"G1801670","1970","Indiana","18","Vigo","167","Vigo, IN",34811
"G1801690","1970","Indiana","18","Wabash","169","Wabash, IN",10675
"G1801710","1970","Indiana","18","Warren","171","Warren, IN",931
"G1801730","1970","Indiana","18","Warrick","173","Warrick, IN",6208
"G1801750","1970","Indiana","18","Washington","175","Washington, IN",2779
"G1801770","1970","Indiana","18","Wayne","177","Wayne, IN",26259
"G1801790","1970","Indiana","18","Wells","179","Wells, IN",5340
"G1801810","1970","Indiana","18","White","181","White, IN",4447
"G1801830","1970","Indiana","18","Whitley","183","Whitley, IN",4947
"G1809990","1970","Indiana","18","Remainder of Indiana","999","Indiana Statewide No Fixed Loc",14638
"G1900010","1970","Iowa","19","Adair","001","Adair, IA",1090
"G1900030","1970","Iowa","19","Adams","003","Adams, IA",738
"G1900050","1970","Iowa","19","Allamakee","005","Allamakee, IA",2417
"G1900070","1970","Iowa","19","Appanoose","007","Appanoose, IA",2831
"G1900090","1970","Iowa","19","Audubon","009","Audubon, IA",1227
"G1900110","1970","Iowa","19","Benton","011","Benton, IA",2454
"G1900130","1970","Iowa","19","Black Hawk","013","Black Hawk, IA",42263
"G1900150","1970","Iowa","19","Boone","015","Boone, IA",3928
"G1900170","1970","Iowa","19","Bremer","017","Bremer, IA",4283
"G1900190","1970","Iowa","19","Buchanan","019","Buchanan, IA",1795
"G1900210","1970","Iowa","19","Buena Vista","021","Buena Vista, IA",3895
"G1900230","1970","Iowa","19","Butler","023","Butler, IA",1395
"G1900250","1970","Iowa","19","Calhoun","025","Calhoun, IA",1594
"G1900270","1970","Iowa","19","Carroll","027","Carroll, IA",3933
"G1900290","1970","Iowa","19","Cass","029","Cass, IA",3049
"G1900310","1970","Iowa","19","Cedar","031","Cedar, IA",1891
"G1900330","1970","Iowa","19","Cerro Gordo","033","Cerro Gordo, IA",14247
"G1900350","1970","Iowa","19","Cherokee","035","Cherokee, IA",3168
"G1900370","1970","Iowa","19","Chickasaw","037","Chickasaw, IA",1688
"G1900390","1970","Iowa","19","Clarke","039","Clarke, IA",1087
"G1900410","1970","Iowa","19","Clay","041","Clay, IA",4182
"G1900430","1970","Iowa","19","Clayton","043","Clayton, IA",2415
"G1900450","1970","Iowa","19","Clinton","045","Clinton, IA",15508
"G1900470","1970","Iowa","19","Crawford","047","Crawford, IA",3193
"G1900490","1970","Iowa","19","Dallas","049","Dallas, IA",3706
"G1900510","1970","Iowa","19","Davis","051","Davis, IA",805
"G1900530","1970","Iowa","19","Decatur","053","Decatur, IA",1455
"G1900550","1970","Iowa","19","Delaware","055","Delaware, IA",1972
"G1900570","1970","Iowa","19","Des Moines","057","Des Moines, IA",20300
"G1900590","1970","Iowa","19","Dickinson","059","Dickinson, IA",2292
"G1900610","1970","Iowa","19","Dubuque","061","Dubuque, IA",30131
"G1900630","1970","Iowa","19","Emmet","063","Emmet, IA",2805
"G1900650","1970","Iowa","19","Fayette","065","Fayette, IA",3852
"G1900670","1970","Iowa","19","Floyd","067","Floyd, IA",4458
"G1900690","1970","Iowa","19","Franklin","069","Franklin, IA",1733
"G1900710","1970","Iowa","19","Fremont","071","Fremont, IA",887
"G1900730","1970","Iowa","19","Greene","073","Greene, IA",1792
"G1900750","1970","Iowa","19","Grundy","075","Grundy, IA",1733
"G1900770","1970","Iowa","19","Guthrie","077","Guthrie, IA",1126
"G1900790","1970","Iowa","19","Hamilton","079","Hamilton, IA",3937
"G1900810","1970","Iowa","19","Hancock","081","Hancock, IA",1418
"G1900830","1970","Iowa","19","Hardin","083","Hardin, IA",3931
"G1900850","1970","Iowa","19","Harrison","085","Harrison, IA",1678
"G1900870","1970","Iowa","19","Henry","087","Henry, IA",3262
"G1900890","1970","Iowa","19","Howard","089","Howard, IA",1179
"G1900910","1970","Iowa","19","Humboldt","091","Humboldt, IA",1680
"G1900930","1970","Iowa","19","Ida","093","Ida, IA",1348
"G1900950","1970","Iowa","19","Iowa","095","Iowa, IA",3880
"G1900970","1970","Iowa","19","Jackson","097","Jackson, IA",2864
"G1900990","1970","Iowa","19","Jasper","099","Jasper, IA",8861
"G1901010","1970","Iowa","19","Jefferson","101","Jefferson, IA",3870
"G1901030","1970","Iowa","19","Johnson","103","Johnson, IA",12913
"G1901050","1970","Iowa","19","Jones","105","Jones, IA",2635
"G1901070","1970","Iowa","19","Keokuk","107","Keokuk, IA",1343
"G1901090","1970","Iowa","19","Kossuth","109","Kossuth, IA",3013
"G1901110","1970","Iowa","19","Lee","111","Lee, IA",12304
"G1901130","1970","Iowa","19","Linn","113","Linn, IA",58226
"G1901150","1970","Iowa","19","Louisa","115","Louisa, IA",1207
"G1901170","1970","Iowa","19","Lucas","117","Lucas, IA",1950
"G1901190","1970","Iowa","19","Lyon","119","Lyon, IA",1174
"G1901210","1970","Iowa","19","Madison","121","Madison, IA",1370
"G1901230","1970","Iowa","19","Mahaska","123","Mahaska, IA",4427
"G1901250","1970","Iowa","19","Marion","125","Marion, IA",4339
"G1901270","1970","Iowa","19","Marshall","127","Marshall, IA",13026
"G1901290","1970","Iowa","19","Mills","129","Mills, IA",1393
"G1901310","1970","Iowa","19","Mitchell","131","Mitchell, IA",1384
"G1901330","1970","Iowa","19","Monona","133","Monona, IA",1268
"G1901350","1970","Iowa","19","Monroe","135","Monroe, IA",977
"G1901370","1970","Iowa","19","Montgomery","137","Montgomery, IA",2690
"G1901390","1970","Iowa","19","Muscatine","139","Muscatine, IA",10029
"G1901410","1970","Iowa","19","O Brien","141","OBrien, IA",2712
"G1901430","1970","Iowa","19","Osceola","143","Osceola, IA",1170
"G1901450","1970","Iowa","19","Page","145","Page, IA",3704
"G1901470","1970","Iowa","19","Palo Alto","147","Palo Alto, IA",1696
"G1901490","1970","Iowa","19","Plymouth","149","Plymouth, IA",3209
"G1901510","1970","Iowa","19","Pocahontas","151","Pocahontas, IA",1883
"G1901530","1970","Iowa","19","Polk","153","Polk, IA",113449
"G1901550","1970","Iowa","19","Pottawattamie","155","Pottawattamie, IA",14342
"G1901570","1970","Iowa","19","Poweshiek","157","Poweshiek, IA",3883
"G1901590","1970","Iowa","19","Ringgold","159","Ringgold, IA",545
"G1901610","1970","Iowa","19","Sac","161","Sac, IA",2259
"G1901630","1970","Iowa","19","Scott","163","Scott, IA",42483
"G1901650","1970","Iowa","19","Shelby","165","Shelby, IA",2848
"G1901670","1970","Iowa","19","Sioux","167","Sioux, IA",4370
"G1901690","1970","Iowa","19","Story","169","Story, IA",9379
"G1901710","1970","Iowa","19","Tama","171","Tama, IA",2079
"G1901730","1970","Iowa","19","Taylor","173","Taylor, IA",1150
"G1901750","1970","Iowa","19","Union","175","Union, IA",2461
"G1901770","1970","Iowa","19","Van Buren","177","Van Buren, IA",752
"G1901790","1970","Iowa","19","Wapello","179","Wapello, IA",11897
"G1901810","1970","Iowa","19","Warren","181","Warren, IA",2395
"G1901830","1970","Iowa","19","Washington","183","Washington, IA",2752
"G1901850","1970","Iowa","19","Wayne","185","Wayne, IA",851
"G1901870","1970","Iowa","19","Webster","187","Webster, IA",14969
"G1901890","1970","Iowa","19","Winnebago","189","Winnebago, IA",3835
"G1901910","1970","Iowa","19","Winneshiek","191","Winneshiek, IA",3074
"G1901930","1970","Iowa","19","Woodbury","193","Woodbury, IA",32583
"G1901950","1970","Iowa","19","Worth","195","Worth, IA",682
"G1901970","1970","Iowa","19","Wright","197","Wright, IA",2819
"G1909990","1970","Iowa","19","Remainder of Iowa","999","Iowa Statewide No Fixed Loc",7764
"G2000010","1970","Kansas","20","Allen","001","Allen, KS",2656
"G2000030","1970","Kansas","20","Anderson","003","Anderson, KS",842
"G2000050","1970","Kansas","20","Atchison","005","Atchison, KS",4810
"G2000070","1970","Kansas","20","Barber","007","Barber, KS",1254
"G2000090","1970","Kansas","20","Barton","009","Barton, KS",7979
"G2000110","1970","Kansas","20","Bourbon","011","Bourbon, KS",4041
"G2000130","1970","Kansas","20","Brown","013","Brown, KS",1761
"G2000150","1970","Kansas","20","Butler","015","Butler, KS",6606
"G2000170","1970","Kansas","20","Chase","017","Chase, KS",305
"G2000190","1970","Kansas","20","Chautauqua","019","Chautauqua, KS",523
"G2000210","1970","Kansas","20","Cherokee","021","Cherokee, KS",3328
"G2000230","1970","Kansas","20","Cheyenne","023","Cheyenne, KS",486
"G2000250","1970","Kansas","20","Clark","025","Clark, KS",377
"G2000270","1970","Kansas","20","Clay","027","Clay, KS",1479
"G2000290","1970","Kansas","20","Cloud","029","Cloud, KS",2595
"G2000310","1970","Kansas","20","Coffey","031","Coffey, KS",794
"G2000330","1970","Kansas","20","Comanche","033","Comanche, KS",328
"G2000350","1970","Kansas","20","Cowley","035","Cowley, KS",6984
"G2000370","1970","Kansas","20","Crawford","037","Crawford, KS",7416
"G2000390","1970","Kansas","20","Decatur","039","Decatur, KS",625
"G2000410","1970","Kansas","20","Dickinson","041","Dickinson, KS",3505
"G2000430","1970","Kansas","20","Doniphan","043","Doniphan, KS",555
"G2000450","1970","Kansas","20","Douglas","045","Douglas, KS",10179
"G2000470","1970","Kansas","20","Edwards","047","Edwards, KS",947
"G2000490","1970","Kansas","20","Elk","049","Elk, KS",253
"G2000510","1970","Kansas","20","Ellis","051","Ellis, KS",5033
"G2000530","1970","Kansas","20","Ellsworth","053","Ellsworth, KS",1193
"G2000550","1970","Kansas","20","Finney","055","Finney, KS",4089
"G2000570","1970","Kansas","20","Ford","057","Ford, KS",5516
"G2000590","1970","Kansas","20","Franklin","059","Franklin, KS",3301
"G2000610","1970","Kansas","20","Geary","061","Geary, KS",3672
"G2000630","1970","Kansas","20","Gove","063","Gove, KS",432
"G2000650","1970","Kansas","20","Graham","065","Graham, KS",660
"G2000670","1970","Kansas","20","Grant","067","Grant, KS",1391
"G2000690","1970","Kansas","20","Gray","069","Gray, KS",614
"G2000710","1970","Kansas","20","Greeley","071","Greeley, KS",184
"G2000730","1970","Kansas","20","Greenwood","073","Greenwood, KS",1212
"G2000750","1970","Kansas","20","Hamilton","075","Hamilton, KS",335
"G2000770","1970","Kansas","20","Harper","077","Harper, KS",1348
"G2000790","1970","Kansas","20","Harvey","079","Harvey, KS",7764
"G2000810","1970","Kansas","20","Haskell","081","Haskell, KS",504
"G2000830","1970","Kansas","20","Hodgeman","083","Hodgeman, KS",178
"G2000850","1970","Kansas","20","Jackson","085","Jackson, KS",1408
"G2000870","1970","Kansas","20","Jefferson","087","Jefferson, KS",942
"G2000890","1970","Kansas","20","Jewell","089","Jewell, KS",490
"G2000910","1970","Kansas","20","Johnson","091","Johnson, KS",40162
"G2000930","1970","Kansas","20","Kearny","093","Kearny, KS",378
"G2000950","1970","Kansas","20","Kingman","095","Kingman, KS",1195
"G2000970","1970","Kansas","20","Kiowa","097","Kiowa, KS",773
"G2000990","1970","Kansas","20","Labette","099","Labette, KS",8899
"G2001010","1970","Kansas","20","Lane","101","Lane, KS",288
"G2001030","1970","Kansas","20","Leavenworth","103","Leavenworth, KS",5874
"G2001050","1970","Kansas","20","Lincoln","105","Lincoln, KS",711
"G2001070","1970","Kansas","20","Linn","107","Linn, KS",1047
"G2001090","1970","Kansas","20","Logan","109","Logan, KS",552
"G2001110","1970","Kansas","20","Lyon","111","Lyon, KS",6946
"G2001130","1970","Kansas","20","McPherson","113","McPherson, KS",6144
"G2001150","1970","Kansas","20","Marion","115","Marion, KS",2103
"G2001170","1970","Kansas","20","Marshall","117","Marshall, KS",1781
"G2001190","1970","Kansas","20","Meade","119","Meade, KS",687
"G2001210","1970","Kansas","20","Miami","121","Miami, KS",2645
"G2001230","1970","Kansas","20","Mitchell","123","Mitchell, KS",1320
"G2001250","1970","Kansas","20","Montgomery","125","Montgomery, KS",9875
"G2001270","1970","Kansas","20","Morris","127","Morris, KS",702
"G2001290","1970","Kansas","20","Morton","129","Morton, KS",628
"G2001310","1970","Kansas","20","Nemaha","131","Nemaha, KS",1398
"G2001330","1970","Kansas","20","Neosho","133","Neosho, KS",4023
"G2001350","1970","Kansas","20","Ness","135","Ness, KS",590
"G2001370","1970","Kansas","20","Norton","137","Norton, KS",1079
"G2001390","1970","Kansas","20","Osage","139","Osage, KS",1204
"G2001410","1970","Kansas","20","Osborne","141","Osborne, KS",1048
"G2001430","1970","Kansas","20","Ottawa","143","Ottawa, KS",913
"G2001450","1970","Kansas","20","Pawnee","145","Pawnee, KS",1196
"G2001470","1970","Kansas","20","Phillips","147","Phillips, KS",1258
"G2001490","1970","Kansas","20","Pottawatomie","149","Pottawatomie, KS",1188
"G2001510","1970","Kansas","20","Pratt","151","Pratt, KS",2099
"G2001530","1970","Kansas","20","Rawlins","153","Rawlins, KS",506
"G2001550","1970","Kansas","20","Reno","155","Reno, KS",17508
"G2001570","1970","Kansas","20","Republic","157","Republic, KS",1364
"G2001590","1970","Kansas","20","Rice","159","Rice, KS",2349
"G2001610","1970","Kansas","20","Riley","161","Riley, KS",7224
"G2001630","1970","Kansas","20","Rooks","163","Rooks, KS",1365
"G2001650","1970","Kansas","20","Rush","165","Rush, KS",659
"G2001670","1970","Kansas","20","Russell","167","Russell, KS",1964
"G2001690","1970","Kansas","20","Saline","169","Saline, KS",13644
"G2001710","1970","Kansas","20","Scott","171","Scott, KS",988
"G2001730","1970","Kansas","20","Sedgwick","173","Sedgwick, KS",119482
"G2001750","1970","Kansas","20","Seward","175","Seward, KS",5108
"G2001770","1970","Kansas","20","Shawnee","177","Shawnee, KS",45182
"G2001870","1970","Kansas","20","Stanton","187","Stanton, KS",215
"G2001990","1970","Kansas","20","Wallace","199","Wallace, KS",195
"G2002010","1970","Kansas","20","Washington","201","Washington, KS",847
"G2002030","1970","Kansas","20","Wichita","203","Wichita, KS",640
"G2002050","1970","Kansas","20","Wilson","205","Wilson, KS",2123
"G2002070","1970","Kansas","20","Woodson","207","Woodson, KS",501
"G2100010","1970","Kentucky","21","Adair","001","Adair, KY",1095
"G2100030","1970","Kentucky","21","Allen","003","Allen, KY",1680
"G2100050","1970","Kentucky","21","Anderson","005","Anderson, KY",1359
"G2100070","1970","Kentucky","21","Ballard","007","Ballard, KY",887
"G2100090","1970","Kentucky","21","Barren","009","Barren, KY",6717
"G2100110","1970","Kentucky","21","Bath","011","Bath, KY",570
"G2100130","1970","Kentucky","21","Bell","013","Bell, KY",5374
"G2100150","1970","Kentucky","21","Boone","015","Boone, KY",6099
"G2100170","1970","Kentucky","21","Bourbon","017","Bourbon, KY",2859
"G2100190","1970","Kentucky","21","Boyd","019","Boyd, KY",18947
"G2100210","1970","Kentucky","21","Boyle","021","Boyle, KY",6531
"G2100230","1970","Kentucky","21","Bracken","023","Bracken, KY",511
"G2100250","1970","Kentucky","21","Breathitt","025","Breathitt, KY",1070
"G2100270","1970","Kentucky","21","Breckinridge","027","Breckinridge, KY",1020
"G2100290","1970","Kentucky","21","Bullitt","029","Bullitt, KY",1587
"G2100310","1970","Kentucky","21","Butler","031","Butler, KY",1391
"G2100330","1970","Kentucky","21","Caldwell","033","Caldwell, KY",2542
"G2100350","1970","Kentucky","21","Calloway","035","Calloway, KY",4005
"G2100370","1970","Kentucky","21","Campbell","037","Campbell, KY",10951
"G2100390","1970","Kentucky","21","Carlisle","039","Carlisle, KY",447
"G2100410","1970","Kentucky","21","Carroll","041","Carroll, KY",2268
"G2100430","1970","Kentucky","21","Carter","043","Carter, KY",1793
"G2100450","1970","Kentucky","21","Casey","045","Casey, KY",1171
"G2100470","1970","Kentucky","21","Christian","047","Christian, KY",9251
"G2100490","1970","Kentucky","21","Clark","049","Clark, KY",6411
"G2100510","1970","Kentucky","21","Clay","051","Clay, KY",1573
"G2100530","1970","Kentucky","21","Clinton","053","Clinton, KY",940
"G2100550","1970","Kentucky","21","Crittenden","055","Crittenden, KY",957
"G2100570","1970","Kentucky","21","Cumberland","057","Cumberland, KY",393
"G2100590","1970","Kentucky","21","Daviess","059","Daviess, KY",22995
"G2100610","1970","Kentucky","21","Edmonson","061","Edmonson, KY",715
"G2100630","1970","Kentucky","21","Elliott","063","Elliott, KY",146
"G2100650","1970","Kentucky","21","Estill","065","Estill, KY",714
"G2100670","1970","Kentucky","21","Fayette","067","Fayette, KY",60878
"G2100690","1970","Kentucky","21","Fleming","069","Fleming, KY",1278
"G2100710","1970","Kentucky","21","Floyd","071","Floyd, KY",5569
"G2100730","1970","Kentucky","21","Franklin","073","Franklin, KY",7994
"G2100750","1970","Kentucky","21","Fulton","075","Fulton, KY",2236
"G2100770","1970","Kentucky","21","Gallatin","077","Gallatin, KY",232
"G2100790","1970","Kentucky","21","Garrard","079","Garrard, KY",1107
"G2100810","1970","Kentucky","21","Grant","081","Grant, KY",1061
"G2100830","1970","Kentucky","21","Graves","083","Graves, KY",6835
"G2100850","1970","Kentucky","21","Grayson","085","Grayson, KY",1623
"G2100870","1970","Kentucky","21","Green","087","Green, KY",971
"G2100890","1970","Kentucky","21","Greenup","089","Greenup, KY",1511
"G2100910","1970","Kentucky","21","Hancock","091","Hancock, KY",2986
"G2100930","1970","Kentucky","21","Hardin","093","Hardin, KY",7347
"G2100950","1970","Kentucky","21","Harlan","095","Harlan, KY",5925
"G2100970","1970","Kentucky","21","Harrison","097","Harrison, KY",3095
"G2100990","1970","Kentucky","21","Hart","099","Hart, KY",1600
"G2101010","1970","Kentucky","21","Henderson","101","Henderson, KY",7715
"G2101030","1970","Kentucky","21","Henry","103","Henry, KY",1039
"G2101050","1970","Kentucky","21","Hickman","105","Hickman, KY",740
"G2101070","1970","Kentucky","21","Hopkins","107","Hopkins, KY",9483
"G2101090","1970","Kentucky","21","Jackson","109","Jackson, KY",416
"G2101110","1970","Kentucky","21","Jefferson","111","Jefferson, KY",247347
"G2101130","1970","Kentucky","21","Jessamine","113","Jessamine, KY",1692
"G2101150","1970","Kentucky","21","Johnson","115","Johnson, KY",3009
"G2101170","1970","Kentucky","21","Kenton","117","Kenton, KY",20205
"G2101190","1970","Kentucky","21","Knott","119","Knott, KY",631
"G2101210","1970","Kentucky","21","Knox","121","Knox, KY",2418
"G2101230","1970","Kentucky","21","Larue","123","Larue, KY",930
"G2101250","1970","Kentucky","21","Laurel","125","Laurel, KY",3424
"G2101270","1970","Kentucky","21","Lawrence","127","Lawrence, KY",1154
"G2101290","1970","Kentucky","21","Lee","129","Lee, KY",559
"G2101310","1970","Kentucky","21","Leslie","131","Leslie, KY",642
"G2101330","1970","Kentucky","21","Letcher","133","Letcher, KY",3500
"G2101350","1970","Kentucky","21","Lewis","135","Lewis, KY",966
"G2101370","1970","Kentucky","21","Lincoln","137","Lincoln, KY",1205
"G2101390","1970","Kentucky","21","Livingston","139","Livingston, KY",634
"G2101410","1970","Kentucky","21","Logan","141","Logan, KY",5115
"G2101430","1970","Kentucky","21","Lyon","143","Lyon, KY",232
"G2101450","1970","Kentucky","21","McCracken","145","McCracken, KY",17017
"G2101470","1970","Kentucky","21","McCreary","147","McCreary, KY",720
"G2101490","1970","Kentucky","21","McLean","149","McLean, KY",697
"G2101510","1970","Kentucky","21","Madison","151","Madison, KY",7427
"G2101530","1970","Kentucky","21","Magoffin","153","Magoffin, KY",395
"G2101550","1970","Kentucky","21","Marion","155","Marion, KY",1928
"G2101570","1970","Kentucky","21","Marshall","157","Marshall, KY",5292
"G2101590","1970","Kentucky","21","Martin","159","Martin, KY",459
"G2101610","1970","Kentucky","21","Mason","161","Mason, KY",4497
"G2101630","1970","Kentucky","21","Meade","163","Meade, KY",1141
"G2101650","1970","Kentucky","21","Menifee","165","Menifee, KY",89
"G2101670","1970","Kentucky","21","Mercer","167","Mercer, KY",2975
"G2101690","1970","Kentucky","21","Metcalfe","169","Metcalfe, KY",518
"G2101710","1970","Kentucky","21","Monroe","171","Monroe, KY",1324
"G2101730","1970","Kentucky","21","Montgomery","173","Montgomery, KY",4310
"G2101750","1970","Kentucky","21","Morgan","175","Morgan, KY",844
"G2101770","1970","Kentucky","21","Muhlenberg","177","Muhlenberg, KY",4863
"G2101790","1970","Kentucky","21","Nelson","179","Nelson, KY",3264
"G2101810","1970","Kentucky","21","Nicholas","181","Nicholas, KY",943
"G2101830","1970","Kentucky","21","Ohio","183","Ohio, KY",2555
"G2101850","1970","Kentucky","21","Oldham","185","Oldham, KY",1491
"G2101870","1970","Kentucky","21","Owen","187","Owen, KY",424
"G2101890","1970","Kentucky","21","Owsley","189","Owsley, KY",56
"G2101910","1970","Kentucky","21","Pendleton","191","Pendleton, KY",1258
"G2101930","1970","Kentucky","21","Perry","193","Perry, KY",4932
"G2101950","1970","Kentucky","21","Pike","195","Pike, KY",9364
"G2101970","1970","Kentucky","21","Powell","197","Powell, KY",527
"G2101990","1970","Kentucky","21","Pulaski","199","Pulaski, KY",5886
"G2102010","1970","Kentucky","21","Robertson","201","Robertson, KY",82
"G2102030","1970","Kentucky","21","Rockcastle","203","Rockcastle, KY",482
"G2102050","1970","Kentucky","21","Rowan","205","Rowan, KY",2160
"G2102070","1970","Kentucky","21","Russell","207","Russell, KY",1130
"G2102090","1970","Kentucky","21","Scott","209","Scott, KY",2659
"G2102110","1970","Kentucky","21","Shelby","211","Shelby, KY",3669
"G2102130","1970","Kentucky","21","Simpson","213","Simpson, KY",4163
"G2102150","1970","Kentucky","21","Spencer","215","Spencer, KY",242
"G2102170","1970","Kentucky","21","Taylor","217","Taylor, KY",5377
"G2102190","1970","Kentucky","21","Todd","219","Todd, KY",1357
"G2102210","1970","Kentucky","21","Trigg","221","Trigg, KY",941
"G2102230","1970","Kentucky","21","Trimble","223","Trimble, KY",134
"G2102250","1970","Kentucky","21","Union","225","Union, KY",2618
"G2102270","1970","Kentucky","21","Warren","227","Warren, KY",14521
"G2102290","1970","Kentucky","21","Washington","229","Washington, KY",1405
"G2102310","1970","Kentucky","21","Wayne","231","Wayne, KY",1015
"G2102330","1970","Kentucky","21","Webster","233","Webster, KY",1273
"G2102350","1970","Kentucky","21","Whitley","235","Whitley, KY",4781
"G2102370","1970","Kentucky","21","Wolfe","237","Wolfe, KY",421
"G2102390","1970","Kentucky","21","Woodford","239","Woodford, KY",3882
"G2109990","1970","Kentucky","21","Remainder of Kentucky","999","Kentucky Statewide No Fixed Loc",7483
"G2200010","1970","Louisiana","22","Acadia","001","Acadia, LA",6710
"G2200030","1970","Louisiana","22","Allen","003","Allen, LA",3878
"G2200050","1970","Louisiana","22","Ascension","005","Ascension, LA",6253
"G2200070","1970","Louisiana","22","Assumption","007","Assumption, LA",2464
"G2200090","1970","Louisiana","22","Avoyelles","009","Avoyelles, LA",3329
"G2200110","1970","Louisiana","22","Beauregard","011","Beauregard, LA",3812
"G2200130","1970","Louisiana","22","Bienville","013","Bienville, LA",1690
"G2200150","1970","Louisiana","22","Bossier","015","Bossier, LA",6933
"G2200170","1970","Louisiana","22","Caddo","017","Caddo, LA",65736
"G2200190","1970","Louisiana","22","Calcasieu","019","Calcasieu, LA",34264
"G2200210","1970","Louisiana","22","Caldwell","021","Caldwell, LA",864
"G2200230","1970","Louisiana","22","Cameron","023","Cameron, LA",2317
"G2200250","1970","Louisiana","22","Catahoula","025","Catahoula, LA",1265
"G2200270","1970","Louisiana","22","Claiborne","027","Claiborne, LA",2313
"G2200290","1970","Louisiana","22","Concordia","029","Concordia, LA",2258
"G2200310","1970","Louisiana","22","De Soto","031","De Soto, LA",2731
"G2200330","1970","Louisiana","22","East Baton Rouge","033","East Baton Rouge, LA",79131
"G2200350","1970","Louisiana","22","East Carroll","035","East Carroll, LA",1278
"G2200370","1970","Louisiana","22","East Feliciana","037","East Feliciana, LA",870
"G2200390","1970","Louisiana","22","Evangeline","039","Evangeline, LA",2913
"G2200410","1970","Louisiana","22","Franklin","041","Franklin, LA",2248
"G2200430","1970","Louisiana","22","Grant","043","Grant, LA",533
"G2200450","1970","Louisiana","22","Iberia","045","Iberia, LA",10252
"G2200470","1970","Louisiana","22","Iberville","047","Iberville, LA",5623
"G2200490","1970","Louisiana","22","Jackson","049","Jackson, LA",2723
"G2200510","1970","Louisiana","22","Jefferson","051","Jefferson, LA",69215
"G2200530","1970","Louisiana","22","Jefferson Davis","053","Jefferson Davis, LA",3852
"G2200550","1970","Louisiana","22","Lafayette","055","Lafayette, LA",26371
"G2200570","1970","Louisiana","22","Lafourche","057","Lafourche, LA",11224
"G2200590","1970","Louisiana","22","La Salle","059","La Salle, LA",2343
"G2200610","1970","Louisiana","22","Lincoln","061","Lincoln, LA",4961
"G2200630","1970","Louisiana","22","Livingston","063","Livingston, LA",2114
"G2200650","1970","Louisiana","22","Madison","065","Madison, LA",1534
"G2200670","1970","Louisiana","22","Morehouse","067","Morehouse, LA",4483
"G2200690","1970","Louisiana","22","Natchitoches","069","Natchitoches, LA",3827
"G2200710","1970","Louisiana","22","Orleans","071","Orleans, LA",226161
"G2200730","1970","Louisiana","22","Ouachita","073","Ouachita, LA",26727
"G2200750","1970","Louisiana","22","Plaquemines","075","Plaquemines, LA",12771
"G2200770","1970","Louisiana","22","Pointe Coupee","077","Pointe Coupee, LA",1706
"G2200790","1970","Louisiana","22","Rapides","079","Rapides, LA",22718
"G2200810","1970","Louisiana","22","Red River","081","Red River, LA",1040
"G2200830","1970","Louisiana","22","Richland","083","Richland, LA",2569
"G2200850","1970","Louisiana","22","Sabine","085","Sabine, LA",2234
"G2200870","1970","Louisiana","22","St Bernard","087","St. Bernard, LA",7425
"G2200890","1970","Louisiana","22","St Charles","089","St. Charles, LA",6394
"G2200910","1970","Louisiana","22","St Helena","091","St. Helena, LA",525
"G2200930","1970","Louisiana","22","St James","093","St. James, LA",3270
"G2200950","1970","Louisiana","22","St John The Baptist","095","St. John the Baptist, LA",2480
"G2200970","1970","Louisiana","22","St Landry","097","St. Landry, LA",8726
"G2200990","1970","Louisiana","22","St Martin","099","St. Martin, LA",3368
